srcname,cpe_vendor,cpe_product,cpe_edition,cpe_lang,cpe_sw_edition,cpe_target_sw,cpe_target_hw,cpe_other
ftp/php82-curl,php,php,*,*,*,*,*,*
ftp/php82-curl,php_group,php,*,*,*,*,*,*
ftp/php82-ftp,php,php,*,*,*,*,*,*
ftp/php82-ftp,php_group,php,*,*,*,*,*,*
ftp/proftpd,proftpd,proftpd,*,*,*,*,*,*
ftp/proftpd,proftpd_project,proftpd,*,*,*,*,*,*
ftp/pure-ftpd,pureftpd,pure-ftpd,*,*,*,*,*,*
ftp/pure-ftpd,pureftpd,pureftpd,*,*,*,*,*,*
ftp/vsftpd,beasts,vsftpd,*,*,*,*,*,*
ftp/vsftpd,vsftpd_project,vsftpd,*,*,*,*,*,*
ftp/wget,gnu,wget,*,*,*,*,*,*
games/abuse_sdl,abuse,abuse,*,*,*,*,*,*
games/chocolate-doom,chocolate-doom,chocolate_doom,*,*,*,*,*,*
games/crispy-doom,chocolate-doom,crispy_doom,*,*,*,*,*,*
games/doomsday,doomsday,doomsday,*,*,*,*,*,*
games/flightgear,flightgear,flightgear,*,*,*,*,*,*
games/freeciv,freeciv,freeciv,*,*,*,*,*,*
games/freeciv-nox11,freeciv,freeciv,*,*,*,*,*,*
games/freecol,freecol,freecol,*,*,*,*,*,*
games/freedroidrpg,freedroid,freedroidrpg,*,*,*,*,*,*
games/gnuchess,gnu,chess,*,*,*,*,*,*
games/ioquake3,ioquake3,ioquake3,*,*,*,*,*,*
games/lbreakout2,lgames,lbreakout2,*,*,*,*,*,*
games/minetest,minetest,minetest,*,*,*,*,*,*
games/nethack32,nethack,nethack,*,*,*,*,*,*
games/nethack33,nethack,nethack,*,*,*,*,*,*
games/nethack33-nox11,nethack,nethack,*,*,*,*,*,*
games/nethack34,nethack,nethack,*,*,*,*,*,*
games/nethack34-nox11,nethack,nethack,*,*,*,*,*,*
games/nethack36,nethack,nethack,*,*,*,*,*,*
games/nethack36-nox11,nethack,nethack,*,*,*,*,*,*
games/openttd,openttd,openttd,*,*,*,*,*,*
games/pioneers,pioneers,pioneers,*,*,*,*,*,*
games/prboom-plus,prboom-plus_project,prboom-plus,*,*,*,*,*,*
games/sauerbraten,sauerbraten,sauerbraten,*,*,*,*,*,*
games/stonesoup,dungeon_crawl_stone_soup_project,dungeon_crawl_stone_soup,*,*,*,*,*,*
games/teeworlds,teeworlds,teeworlds,*,*,*,*,*,*
games/typespeed,typespeed,typespeed,*,*,*,*,*,*
games/wesnoth,wesnoth,battle_for_wesnoth,*,*,*,*,*,*
games/wesnoth,wesnoth,wesnoth,*,*,*,*,*,*
games/widelands,widelands,widelands,*,*,*,*,*,*
german/bugzilla44,mozilla,bugzilla,*,*,*,*,*,*
german/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
german/wordpress,wordpress,wordpress,*,*,*,*,*,*
graphics/GraphicsMagick,graphicsmagick,graphicsmagick,*,*,*,*,*,*
graphics/GraphicsMagick,imagemagick,graphicsmagick,*,*,*,*,*,*
graphics/ImageMagick6,imagemagick,imagemagick,*,*,*,*,*,*
graphics/ImageMagick6-nox11,imagemagick,imagemagick,*,*,*,*,*,*
graphics/ImageMagick7,imagemagick,imagemagick,*,*,*,*,*,*
graphics/ImageMagick7-nox11,imagemagick,imagemagick,*,*,*,*,*,*
graphics/agg,antigrain,agg,*,*,*,*,*,*
graphics/ansilove,ansilove,ansilove,*,*,*,*,*,*
graphics/argyllcms,argyllcms,argyllcms,*,*,*,*,*,*
graphics/autotrace,autotrace_project,autotrace,*,*,*,*,*,*
graphics/batik,apache,batik,*,*,*,*,*,*
graphics/blender,blender,blender,*,*,*,*,*,*
graphics/blender-lts29,blender,blender,*,*,*,*,*,*
graphics/cairo,cairographics,cairo,*,*,*,*,*,*
graphics/chafa,chafa_project,chafa,*,*,*,*,*,*
graphics/cimg,cimg,cimg,*,*,*,*,*,*
graphics/cimg,cimg,the_cimg_library,*,*,*,*,*,*
graphics/dcmtk,offis,dcmtk,*,*,*,*,*,*
graphics/dcraw,dave_coffin,dcraw,*,*,*,*,*,*
graphics/dcraw,dcraw_project,dcraw,*,*,*,*,*,*
graphics/dia,dia,dia,*,*,*,*,*,*
graphics/dia,gnome,dia,*,*,*,*,*,*
graphics/djvulibre,djvulibre_project,djvulibre,*,*,*,*,*,*
graphics/eog,gnome,eog,*,*,*,*,*,*
graphics/evince,gnome,evince,*,*,*,*,*,*
graphics/exif,libexif_project,exif,*,*,*,*,*,*
graphics/exiv2,andreas_huggel,exiv2,*,*,*,*,*,*
graphics/exiv2,exiv2,exiv2,*,*,*,*,*,*
graphics/feh,feh_project,feh,*,*,*,*,*,*
graphics/flif,flif,flif,*,*,*,*,*,*
graphics/flif,flif,free_lossless_image_format,*,*,*,*,*,*
graphics/freeimage,freeimage_project,freeimage,*,*,*,*,*,*
graphics/gd,libgd,libgd,*,*,*,*,*,*
graphics/gdal,gdal,gdal,*,*,*,*,*,*
graphics/gdal,osgeo,gdal,*,*,*,*,*,*
graphics/gdk-pixbuf2,gnome,gdk-pixbuf,*,*,*,*,*,*
graphics/gdk-pixbuf2,gnome,gdkpixbuf,*,*,*,*,*,*
graphics/gegl,gegl,gegl,*,*,*,*,*,*
graphics/geoserver,osgeo,geoserver,*,*,*,*,*,*
graphics/giflib,giflib_project,giflib,*,*,*,*,*,*
graphics/gifsicle,gifsicle_project,gifsicle,*,*,*,*,*,*
graphics/gimp,gimp,gimp,*,*,*,*,*,*
graphics/gimp,gnu,gimp,*,*,*,*,*,*
graphics/gimp,the_gimp_team,gimp,*,*,*,*,*,*
graphics/gimp-app,gimp,gimp,*,*,*,*,*,*
graphics/gimp-app,gnu,gimp,*,*,*,*,*,*
graphics/gimp-app,the_gimp_team,gimp,*,*,*,*,*,*
graphics/gimp-jxl-plugin,jpeg,jpeg-xl,*,*,*,*,*,*
graphics/gimp-jxl-plugin,jpeg,jpeg_xl,*,*,*,*,*,*
graphics/gimp-jxl-plugin,libjxl_project,libjxl,*,*,*,*,*,*
graphics/gnash,gnu,gnash,*,*,*,*,*,*
graphics/gource,gource,gource,*,*,*,*,*,*
graphics/graphite2,sil,graphite2,*,*,*,*,*,*
graphics/graphviz,graphviz,graphviz,*,*,*,*,*,*
graphics/gstreamer1-plugins-webp,freedesktop,gst-plugins-bad,*,*,*,*,*,*
graphics/gthumb,gnome,gthumb,*,*,*,*,*,*
graphics/gtk-update-icon-cache,gnome,gtk,*,*,*,*,*,*
graphics/gtk-update-icon-cache,gtk,gtk\+,*,*,*,*,*,*
graphics/imageworsener,entropymine,imageworsener,*,*,*,*,*,*
graphics/imlib2,enlightenment,imlib2,*,*,*,*,*,*
graphics/inkscape,inkscape,inkscape,*,*,*,*,*,*
graphics/jasper,jasper_project,jasper,*,*,*,*,*,*
graphics/jbig2dec,artifex,jbig2dec,*,*,*,*,*,*
graphics/jhead,jhead_project,jhead,*,*,*,*,*,*
graphics/jpeg-turbo,d.r.commander,libjpeg-turbo,*,*,*,*,*,*
graphics/jpeg-turbo,libjpeg-turbo,libjpeg-turbo,*,*,*,*,*,*
graphics/jpegoptim,jpegoptim_project,jpegoptim,*,*,*,*,*,*
graphics/kf5-kimageformats,kde,kimageformats,*,*,*,*,*,*
graphics/lcms,littlecms,lcms,*,*,*,*,*,*
graphics/lcms,littlecms,little_cms,*,*,*,*,*,*
graphics/lcms,littlecms,little_cms_color_engine,*,*,*,*,*,*
graphics/lcms2,littlecms,lcms,*,*,*,*,*,*
graphics/lcms2,littlecms,little_cms,*,*,*,*,*,*
graphics/lcms2,littlecms,little_cms_color_engine,*,*,*,*,*,*
graphics/lepton,dropbox,lepton,*,*,*,*,*,*
graphics/leptonica,leptonica,leptonica,*,*,*,*,*,*
graphics/libansilove,ansilove,libansilove,*,*,*,*,*,*
graphics/libbpg,libbpg_project,libbpg,*,*,*,*,*,*
graphics/libcaca,libcaca_project,libcaca,*,*,*,*,*,*
graphics/libemf,libemf_project,libemf,*,*,*,*,*,*
graphics/libexif,curtis_galloway,libexif,*,*,*,*,*,*
graphics/libexif,libexif,libexif,*,*,*,*,*,*
graphics/libexif,libexif_project,libexif,*,*,*,*,*,*
graphics/libfpx,libfpx_project,libfpx,*,*,*,*,*,*
graphics/libgxps,gnome,libgxps,*,*,*,*,*,*
graphics/libheif,struktur,libheif,*,*,*,*,*,*
graphics/libjpeg-turbo,d.r.commander,libjpeg-turbo,*,*,*,*,*,*
graphics/libjpeg-turbo,libjpeg-turbo,libjpeg-turbo,*,*,*,*,*,*
graphics/libjxl,jpeg,jpeg-xl,*,*,*,*,*,*
graphics/libjxl,jpeg,jpeg_xl,*,*,*,*,*,*
graphics/libjxl,libjxl_project,libjxl,*,*,*,*,*,*
graphics/libnsbmp,netsurf-browser,libnsbmp,*,*,*,*,*,*
graphics/libnsgif,netsurf-browser,libnsgif,*,*,*,*,*,*
graphics/libosmesa,mesa3d,mesa,*,*,*,*,*,*
graphics/libpano13,libpano13_project,libpano13,*,*,*,*,*,*
graphics/libpgf,libpgf,libpgf,*,*,*,*,*,*
graphics/libpotrace,potrace_project,potrace,*,*,*,*,*,*
graphics/libraw,libraw,libraw,*,*,*,*,*,*
graphics/librsvg2,gnome,librsvg,*,*,*,*,*,*
graphics/librsvg2-rust,gnome,librsvg,*,*,*,*,*,*
graphics/libsixel,libsixel_project,libsixel,*,*,*,*,*,*
graphics/libspiro,libspiro_project,libspiro,*,*,*,*,*,*
graphics/libwmf,francis_james_franklin,libwmf,*,*,*,*,*,*
graphics/libwmf,wvware,libwmf,*,*,*,*,*,*
graphics/libwmf-nox11,francis_james_franklin,libwmf,*,*,*,*,*,*
graphics/libwmf-nox11,wvware,libwmf,*,*,*,*,*,*
graphics/linux-c7-cairo,cairographics,cairo,*,*,*,*,*,*
graphics/linux-c7-cairo-gobject,cairographics,cairo,*,*,*,*,*,*
graphics/linux-c7-gdk-pixbuf2,gnome,gdk-pixbuf,*,*,*,*,*,*
graphics/linux-c7-gdk-pixbuf2,gnome,gdkpixbuf,*,*,*,*,*,*
graphics/linux-c7-graphite2,sil,graphite2,*,*,*,*,*,*
graphics/linux-c7-jasper,jasper_project,jasper,*,*,*,*,*,*
graphics/linux-c7-jpeg,d.r.commander,libjpeg-turbo,*,*,*,*,*,*
graphics/linux-c7-jpeg,libjpeg-turbo,libjpeg-turbo,*,*,*,*,*,*
graphics/linux-c7-librsvg2,gnome,librsvg,*,*,*,*,*,*
graphics/linux-c7-png,greg_roelofs,libpng,*,*,*,*,*,*
graphics/linux-c7-png,libpng,libpng,*,*,*,*,*,*
graphics/linux-c7-sdl_image,libsdl,sdl_image,*,*,*,*,*,*
graphics/linux-c7-sdl_image,sdl,sdl_image,*,*,*,*,*,*
graphics/linux-c7-sdl_ttf,libsdl,sdl_ttf,*,*,*,*,*,*
graphics/linux-c7-tiff,libtiff,libtiff,*,*,*,*,*,*
graphics/linux-c7-tiff,remotesensing,libtiff,*,*,*,*,*,*
graphics/linux-c7-tiff,simplesystems,libtiff,*,*,*,*,*,*
graphics/mapserver,osgeo,mapserver,*,*,*,*,*,*
graphics/mapserver,umn,mapserver,*,*,*,*,*,*
graphics/mesa-dri,mesa3d,mesa,*,*,*,*,*,*
graphics/mesa-libs,mesa3d,mesa,*,*,*,*,*,*
graphics/ming,libming,libming,*,*,*,*,*,*
graphics/ming,libming,ming,*,*,*,*,*,*
graphics/mozjpeg,mozilla,mozjpeg,*,*,*,*,*,*
graphics/mupdf,artifex,mupdf,*,*,*,*,*,*
graphics/netpbm,netpbm,netpbm,*,*,*,*,*,*
graphics/netpbm,netpbm_project,netpbm,*,*,*,*,*,*
graphics/nomacs,nomacs,nomacs,*,*,*,*,*,*
graphics/okular,kde,okular,*,*,*,*,*,*
graphics/opencv,opencv,opencv,*,*,*,*,*,*
graphics/openexr,aswf,openexr,*,*,*,*,*,*
graphics/openexr,ilm,openexr,*,*,*,*,*,*
graphics/openexr,openexr,openexr,*,*,*,*,*,*
graphics/openjpeg,openjpeg,openjpeg,*,*,*,*,*,*
graphics/openjpeg,uclouvain,openjpeg,*,*,*,*,*,*
graphics/openjpeg15,openjpeg,openjpeg,*,*,*,*,*,*
graphics/openjpeg15,uclouvain,openjpeg,*,*,*,*,*,*
graphics/optipng,cosmin_truta,optipng,*,*,*,*,*,*
graphics/optipng,optipng,optipng,*,*,*,*,*,*
graphics/optipng,optipng_project,optipng,*,*,*,*,*,*
graphics/p5-Image-ExifTool,exiftool_project,exiftool,*,*,*,*,*,*
graphics/p5-Image-ExifTool-devel,exiftool_project,exiftool,*,*,*,*,*,*
graphics/pecl-imagick,php,imagick,*,*,*,*,*,*
graphics/pecl-imagick-im7,php,imagick,*,*,*,*,*,*
graphics/php74-exif,php,php,*,*,*,*,*,*
graphics/php74-exif,php_group,php,*,*,*,*,*,*
graphics/php74-gd,php,php,*,*,*,*,*,*
graphics/php74-gd,php_group,php,*,*,*,*,*,*
graphics/php80-exif,php,php,*,*,*,*,*,*
graphics/php80-exif,php_group,php,*,*,*,*,*,*
graphics/php80-gd,php,php,*,*,*,*,*,*
graphics/php80-gd,php_group,php,*,*,*,*,*,*
graphics/php81-exif,php,php,*,*,*,*,*,*
graphics/php81-exif,php_group,php,*,*,*,*,*,*
graphics/php81-gd,php,php,*,*,*,*,*,*
graphics/php81-gd,php_group,php,*,*,*,*,*,*
graphics/php82-exif,php,php,*,*,*,*,*,*
graphics/php82-exif,php_group,php,*,*,*,*,*,*
graphics/php82-gd,php,php,*,*,*,*,*,*
graphics/php82-gd,php_group,php,*,*,*,*,*,*
graphics/png,greg_roelofs,libpng,*,*,*,*,*,*
graphics/png,libpng,libpng,*,*,*,*,*,*
graphics/pngcheck,libpng,pngcheck,*,*,*,*,*,*
graphics/pngcrush,pngcrush_project,pngcrush,*,*,*,*,*,*
graphics/pngquant,pngquant,pngquant,*,*,*,*,*,*
graphics/podofo,podofo_project,podofo,*,*,*,*,*,*
graphics/poppler,freedesktop,poppler,*,*,*,*,*,*
graphics/poppler,poppler,poppler,*,*,*,*,*,*
graphics/poppler-glib,freedesktop,poppler,*,*,*,*,*,*
graphics/poppler-glib,poppler,poppler,*,*,*,*,*,*
graphics/poppler-qt5,freedesktop,poppler,*,*,*,*,*,*
graphics/poppler-qt5,poppler,poppler,*,*,*,*,*,*
graphics/poppler-utils,freedesktop,poppler,*,*,*,*,*,*
graphics/poppler-utils,poppler,poppler,*,*,*,*,*,*
graphics/potrace,potrace_project,potrace,*,*,*,*,*,*
graphics/ptex,disneyanimation,ptex,*,*,*,*,*,*
graphics/py-cairosvg,courtbouillon,cairosvg,*,*,*,*,*,*
graphics/py-gdal,gdal,gdal,*,*,*,*,*,*
graphics/py-gdal,osgeo,gdal,*,*,*,*,*,*
graphics/py-pillow,python,pillow,*,*,*,*,*,*
graphics/qt5-3d,digia,qt,*,*,*,*,*,*
graphics/qt5-3d,qt,qt,*,*,*,*,*,*
graphics/qt5-3d,qt,qtsvg,*,*,*,*,*,*
graphics/qt5-graphicaleffects,digia,qt,*,*,*,*,*,*
graphics/qt5-graphicaleffects,qt,qt,*,*,*,*,*,*
graphics/qt5-graphicaleffects,qt,qtsvg,*,*,*,*,*,*
graphics/qt5-imageformats,digia,qt,*,*,*,*,*,*
graphics/qt5-imageformats,qt,qt,*,*,*,*,*,*
graphics/qt5-imageformats,qt,qtsvg,*,*,*,*,*,*
graphics/qt5-opengl,digia,qt,*,*,*,*,*,*
graphics/qt5-opengl,qt,qt,*,*,*,*,*,*
graphics/qt5-opengl,qt,qtsvg,*,*,*,*,*,*
graphics/qt5-pixeltool,digia,qt,*,*,*,*,*,*
graphics/qt5-pixeltool,qt,qt,*,*,*,*,*,*
graphics/qt5-pixeltool,qt,qtsvg,*,*,*,*,*,*
graphics/qt5-svg,digia,qt,*,*,*,*,*,*
graphics/qt5-svg,qt,qt,*,*,*,*,*,*
graphics/qt5-svg,qt,qtsvg,*,*,*,*,*,*
graphics/qt5-wayland,digia,qt,*,*,*,*,*,*
graphics/qt5-wayland,qt,qt,*,*,*,*,*,*
graphics/qt5-wayland,qt,qtsvg,*,*,*,*,*,*
graphics/rubygem-dragonfly,dragonfly_project,dragonfly,*,*,*,ruby,*,*
graphics/rubygem-image_processing,image_processing_project,image_processing,*,*,*,ruby,*,*
graphics/sam2p,sam2p_project,sam2p,*,*,*,*,*,*
graphics/sane-backends,sane-backends_project,sane-backends,*,*,*,*,*,*
graphics/sdl2_image,libsdl,sdl2_image,*,*,*,*,*,*
graphics/sdl2_ttf,libsdl,sdl_ttf,*,*,*,*,*,*
graphics/sdl_image,libsdl,sdl_image,*,*,*,*,*,*
graphics/sdl_image,sdl,sdl_image,*,*,*,*,*,*
graphics/sdl_ttf,libsdl,sdl_ttf,*,*,*,*,*,*
graphics/svgalib,svgalib,svgalib,*,*,*,*,*,*
graphics/swftools,swftools,swftools,*,*,*,*,*,*
graphics/tiff,libtiff,libtiff,*,*,*,*,*,*
graphics/tiff,remotesensing,libtiff,*,*,*,*,*,*
graphics/tiff,simplesystems,libtiff,*,*,*,*,*,*
graphics/tiffgt,libtiff,libtiff,*,*,*,*,*,*
graphics/tiffgt,remotesensing,libtiff,*,*,*,*,*,*
graphics/tiffgt,simplesystems,libtiff,*,*,*,*,*,*
graphics/vips,libvips_project,libvips,*,*,*,*,*,*
graphics/webp,webmproject,libwebp,*,*,*,*,*,*
graphics/xcftools,xcftools_project,xcftools,*,*,*,*,*,*
graphics/xmlgraphics-commons,apache,xmlgraphics_commons,*,*,*,*,*,*
graphics/xnview,xnview,xnview,*,*,*,*,*,*
graphics/xpdf,xpdf,xpdf,*,*,*,*,*,*
graphics/xpdf,xpdfreader,xpdf,*,*,*,*,*,*
graphics/xpdf3,xpdf,xpdf,*,*,*,*,*,*
graphics/xpdf3,xpdfreader,xpdf,*,*,*,*,*,*
graphics/xpdf4,xpdf,xpdf,*,*,*,*,*,*
graphics/xpdf4,xpdfreader,xpdf,*,*,*,*,*,*
graphics/yed,yworks,yed,*,*,*,*,*,*
hebrew/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
hungarian/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
irc/atheme-services,atheme,atheme,*,*,*,*,*,*
irc/bitchx,bitchx,bitchx,*,*,*,*,*,*
irc/bitchx,colten_edwards,bitchx,*,*,*,*,*,*
irc/bitlbee,bitlbee,bitlbee,*,*,*,*,*,*
irc/eggdrop,eggheads,eggdrop,*,*,*,*,*,*
irc/eggdrop,eggheads,eggdrop_irc_bot,*,*,*,*,*,*
irc/hexchat,hexchat,hexchat,*,*,*,*,*,*
irc/hexchat,hexchat_project,hexchat,*,*,*,*,*,*
irc/inspircd,inspircd,inspircd,*,*,*,*,*,*
irc/inspircd,inspire_ircd,inspircd,*,*,*,*,*,*
irc/ircII,eterna,ircii,*,*,*,*,*,*
irc/irssi,irssi,irssi,*,*,*,*,*,*
irc/kvirc,kvirc,kvirc,*,*,*,*,*,*
irc/ngircd,barton,ngircd,*,*,*,*,*,*
irc/ngircd,ngircd,ngircd,*,*,*,*,*,*
irc/quassel,quassel-irc,quassel,*,*,*,*,*,*
irc/quassel-core,quassel-irc,quassel,*,*,*,*,*,*
irc/weechat,flashtux,weechat,*,*,*,*,*,*
irc/weechat,weechat,weechat,*,*,*,*,*,*
irc/znc,znc,znc,*,*,*,*,*,*
japanese/bugzilla44,mozilla,bugzilla,*,*,*,*,*,*
japanese/bugzilla50,mozilla,bugzilla,*,*,*,*,*,*
japanese/eterm,eterm_project,eterm,*,*,*,*,*,*
japanese/gd,libgd,libgd,*,*,*,*,*,*
japanese/groff,gnu,groff,*,*,*,*,*,*
japanese/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
japanese/lynx,lynx,lynx,*,*,*,*,*,*
japanese/lynx,lynx_project,lynx,*,*,*,*,*,*
japanese/lynx,university_of_kansas,lynx,*,*,*,*,*,*
japanese/lynx-current,lynx,lynx,*,*,*,*,*,*
japanese/lynx-current,lynx_project,lynx,*,*,*,*,*,*
japanese/lynx-current,university_of_kansas,lynx,*,*,*,*,*,*
japanese/mutt-devel,mutt,mutt,*,*,*,*,*,*
japanese/namazu,namazu,namazu,*,*,*,*,*,*
japanese/namazu2,namazu,namazu,*,*,*,*,*,*
japanese/nethack34,nethack,nethack,*,*,*,*,*,*
japanese/timidity++-slang,timidity\+\+_project,timidity\+\+,*,*,*,*,*,*
japanese/w3m,w3m,w3m,*,*,*,*,*,*
japanese/w3m,w3m_project,w3m,*,*,*,*,*,*
japanese/wordpress,wordpress,wordpress,*,*,*,*,*,*
java/bootstrap-openjdk11,oracle,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk11,sun,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk17,oracle,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk17,sun,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk6,oracle,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk6,sun,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk8,oracle,openjdk,*,*,*,*,*,*
java/bootstrap-openjdk8,sun,openjdk,*,*,*,*,*,*
java/bouncycastle,bouncycastle,legion-of-the-bouncy-castle,*,*,*,*,*,*
java/bouncycastle,bouncycastle,legion-of-the-bouncy-castle-java-crytography-api,*,*,*,*,*,*
java/bouncycastle15,bouncycastle,legion-of-the-bouncy-castle,*,*,*,*,*,*
java/bouncycastle15,bouncycastle,legion-of-the-bouncy-castle-java-crytography-api,*,*,*,*,*,*
java/icedtea-web,icedtea-web_project,icedtea-web,*,*,*,*,*,*
java/intellij,jetbrains,intellij_idea,*,*,*,*,*,*
java/intellij-ultimate,jetbrains,intellij_idea,*,*,*,*,*,*
java/java-subversion,apache,subversion,*,*,*,*,*,*
java/java-subversion,subversion,subversion,*,*,*,*,*,*
java/jdom,jdom,jdom,*,*,*,*,*,*
java/junit,junit,junit4,*,*,*,*,*,*
java/netbeans,apache,netbeans,*,*,*,*,*,*
java/netbeans,oracle,netbeans,*,*,*,*,*,*
java/netty,netty,netty,*,*,*,*,*,*
java/openjdk11,oracle,openjdk,*,*,*,*,*,*
java/openjdk11,sun,openjdk,*,*,*,*,*,*
java/openjdk17,oracle,openjdk,*,*,*,*,*,*
java/openjdk17,sun,openjdk,*,*,*,*,*,*
java/openjdk18,oracle,openjdk,*,*,*,*,*,*
java/openjdk18,sun,openjdk,*,*,*,*,*,*
java/openjdk7,oracle,openjdk,*,*,*,*,*,*
java/openjdk7,sun,openjdk,*,*,*,*,*,*
java/openjdk8,oracle,openjdk,*,*,*,*,*,*
java/openjdk8,sun,openjdk,*,*,*,*,*,*
java/springframework,pivotal_software,spring_framework,*,*,*,*,*,*
java/springframework31,pivotal_software,spring_framework,*,*,*,*,*,*
java/wildfly10,redhat,wildfly,*,*,*,*,*,*
java/wildfly11,redhat,wildfly,*,*,*,*,*,*
java/wildfly12,redhat,wildfly,*,*,*,*,*,*
java/wildfly13,redhat,wildfly,*,*,*,*,*,*
java/wildfly14,redhat,wildfly,*,*,*,*,*,*
java/wildfly15,redhat,wildfly,*,*,*,*,*,*
java/wildfly16,redhat,wildfly,*,*,*,*,*,*
java/wildfly17,redhat,wildfly,*,*,*,*,*,*
java/wildfly18,redhat,wildfly,*,*,*,*,*,*
java/wildfly24,redhat,wildfly,*,*,*,*,*,*
java/wildfly25,redhat,wildfly,*,*,*,*,*,*
java/wildfly26,redhat,wildfly,*,*,*,*,*,*
java/wildfly90,redhat,wildfly,*,*,*,*,*,*
korean/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
lang/chicken5,call-cc,chicken,*,*,*,*,*,*
lang/duktape,duktape_project,duktape,*,*,*,*,*,*
lang/duktape-lib,duktape_project,duktape,*,*,*,*,*,*
lang/erlang,erlang,erlang,*,*,*,*,*,*
lang/erlang,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang,erlang,otp,*,*,*,*,*,*
lang/erlang-doc,erlang,erlang,*,*,*,*,*,*
lang/erlang-doc,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-doc,erlang,otp,*,*,*,*,*,*
lang/erlang-man,erlang,erlang,*,*,*,*,*,*
lang/erlang-man,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-man,erlang,otp,*,*,*,*,*,*
lang/erlang-runtime21,erlang,erlang,*,*,*,*,*,*
lang/erlang-runtime21,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-runtime21,erlang,otp,*,*,*,*,*,*
lang/erlang-runtime22,erlang,erlang,*,*,*,*,*,*
lang/erlang-runtime22,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-runtime22,erlang,otp,*,*,*,*,*,*
lang/erlang-runtime23,erlang,erlang,*,*,*,*,*,*
lang/erlang-runtime23,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-runtime23,erlang,otp,*,*,*,*,*,*
lang/erlang-runtime24,erlang,erlang,*,*,*,*,*,*
lang/erlang-runtime24,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-runtime24,erlang,otp,*,*,*,*,*,*
lang/erlang-runtime25,erlang,erlang,*,*,*,*,*,*
lang/erlang-runtime25,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-runtime25,erlang,otp,*,*,*,*,*,*
lang/erlang-wx,erlang,erlang,*,*,*,*,*,*
lang/erlang-wx,erlang,erlang\/otp,*,*,*,*,*,*
lang/erlang-wx,erlang,otp,*,*,*,*,*,*
lang/expect,don_libes,expect,*,*,*,*,*,*
lang/gcc,gnu,gcc,*,*,*,*,*,*
lang/gcc10,gnu,gcc,*,*,*,*,*,*
lang/gcc11,gnu,gcc,*,*,*,*,*,*
lang/gcc11-devel,gnu,gcc,*,*,*,*,*,*
lang/gcc12,gnu,gcc,*,*,*,*,*,*
lang/gcc12-devel,gnu,gcc,*,*,*,*,*,*
lang/gcc13-devel,gnu,gcc,*,*,*,*,*,*
lang/gcc48,gnu,gcc,*,*,*,*,*,*
lang/gcc8,gnu,gcc,*,*,*,*,*,*
lang/gcc9,gnu,gcc,*,*,*,*,*,*
lang/gnatcross-binutils-aarch64,gnu,binutils,*,*,*,*,*,*
lang/gnu-cobol,gnucobol_project,gnucobol,*,*,*,*,*,*
lang/go,golang,go,*,*,*,*,*,*
lang/go117,golang,go,*,*,*,*,*,*
lang/go118,golang,go,*,*,*,*,*,*
lang/groovy,apache,groovy,*,*,*,*,*,*
lang/guile,gnu,guile,*,*,*,*,*,*
lang/guile1,gnu,guile,*,*,*,*,*,*
lang/guile2,gnu,guile,*,*,*,*,*,*
lang/janet,janet-lang,janet,*,*,*,*,*,*
lang/jruby,jruby,jruby,*,*,*,*,*,*
lang/julia,julialang,julia,*,*,*,*,*,*
lang/jython,jython_project,jython,*,*,*,*,*,*
lang/kotlin,jetbrains,kotlin,*,*,*,*,*,*
lang/linux-c7-tcl85,tcl,tcl,*,*,*,*,*,*
lang/lua51,lua,lua,*,*,*,*,*,*
lang/lua52,lua,lua,*,*,*,*,*,*
lang/lua53,lua,lua,*,*,*,*,*,*
lang/lua54,lua,lua,*,*,*,*,*,*
lang/luajit,luajit,luajit,*,*,*,*,*,*
lang/mono,microsoft,mono,*,*,*,*,*,*
lang/mujs,artifex,mujs,*,*,*,*,*,*
lang/nim,nim-lang,nim,*,*,*,*,*,*
lang/nim,nim-lang,nim-lang,*,*,*,*,*,*
lang/njs,f5,njs,*,*,*,*,*,*
lang/ocaml,ocaml,ocaml,*,*,*,*,*,*
lang/ocaml-nox11,ocaml,ocaml,*,*,*,*,*,*
lang/perl5.32,larry_wall,perl,*,*,*,*,*,*
lang/perl5.32,perl,perl,*,*,*,*,*,*
lang/perl5.34,larry_wall,perl,*,*,*,*,*,*
